PLATFORM_NUMBER,CYCLE_NUMBER,time,JULD_LOCATION,latitude,longitude,PRES,TEMP,PSAL,TEMP_QC,PSAL_QC
,,UTC,UTC,degrees_north,degrees_east,decibar,degree_Celsius,PSU,,
2903891,48,2025-01-03T14:30:18Z,2025-01-03T14:30:18Z,12.933333333333334,89.81666666666666,1413.1,5.102,34.871,1,1
2903891,48,2025-01-03T14:30:18Z,2025-01-03T14:30:18Z,12.933333333333334,89.81666666666666,1437.6,5.0,34.866,1,1
2903891,48,2025-01-03T14:30:18Z,2025-01-03T14:30:18Z,12.933333333333334,89.81666666666666,1462.4,4.872,34.861,1,1
2903891,48,2025-01-03T14:30:18Z,2025-01-03T14:30:18Z,12.933333333333334,89.81666666666666,1487.8,4.776,34.857,1,1
2903891,48,2025-01-03T14:30:18Z,2025-01-03T14:30:18Z,12.933333333333334,89.81666666666666,1513.0,4.686,34.854,1,1
2903891,48,2025-01-03T14:30:18Z,2025-01-03T14:30:18Z,12.933333333333334,89.81666666666666,1538.1,4.609,34.851,1,1
2903891,48,2025-01-03T14:30:18Z,2025-01-03T14:30:18Z,12.933333333333334,89.81666666666666,1563.0,4.499,34.847,1,1
2903891,48,2025-01-03T14:30:18Z,2025-01-03T14:30:18Z,12.933333333333334,89.81666666666666,1587.9,4.371,34.843,1,1
2903891,48,2025-01-03T14:30:18Z,2025-01-03T14:30:18Z,12.933333333333334,89.81666666666666,1612.8,4.261,34.838,1,1
2903891,48,2025-01-03T14:30:18Z,2025-01-03T14:30:18Z,12.933333333333334,89.81666666666666,1637.7,4.141,34.833,1,1
2903891,48,2025-01-03T14:30:18Z,2025-01-03T14:30:18Z,12.933333333333334,89.81666666666666,1662.6,4.025,34.829,1,1
2903891,48,2025-01-03T14:30:18Z,2025-01-03T14:30:18Z,12.933333333333334,89.81666666666666,1687.9,3.899,34.824,1,1
2903891,48,2025-01-03T14:30:18Z,2025-01-03T14:30:18Z,12.933333333333334,89.81666666666666,1713.0,3.785,34.819,1,1
2903891,48,2025-01-03T14:30:18Z,2025-01-03T14:30:18Z,12.933333333333334,89.81666666666666,1737.7,3.682,34.815,1,1
